monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
3089.06,1159.29,694,24,0.408
2461.49,2172.48,462,29,0.161
4211.71,2827.12,638,23,0.3
1592.69,1835.44,475,28,0.479
2005.11,2611.4,371,28,0.405
2020.48,836.13,486,25,0.574
3658.65,2631.5,551,18,0.5
2525.16,1823.77,471,28,0.56
3171.93,1816.59,606,23,0.18
4585.97,2563.08,549,25,0.254
2623.37,1927.94,797,24,0.277
4831.58,1556.27,408,30,0.135
445.94,1778.56,625,27,0.323
1511.89,1099.55,690,20,0.364
2668.94,1865.4,527,24,0.122
1270.58,2251.62,754,26,0.142
3915.16,3766.59,301,25,0.227
3592.83,1821.76,750,31,0.185
3651.98,1879.29,784,28,0.243
1376.89,2044.5,640,19,0.364
2769.57,2551.16,518,25,0.367
2961,1910.54,454,22,0.081
2243.16,1134.17,429,27,0.372
2538.49,3237.35,499,22,0.276
2365.66,2756.74,812,22,0.341
2541.48,2213.8,730,20,0.532
4786.52,1576.12,651,27,0.597
1393.68,1515.83,526,22,0.646
1336.69,3010.09,765,19,0.221
5838.42,1452.62,589,21,0.183
5387.93,2231.03,528,27,0.347
4429.24,2513.16,666,22,0.167
1704.28,1411.07,508,20,0.129
1832.31,2088.37,739,29,0.592
2042.33,3599.41,681,17,0.418
3076.29,3953.71,490,24,0.418
3544.78,2024.75,451,23,0.398
1442.18,2130.68,650,26,0.103
2575.86,2881.85,502,27,0.112
2579.81,2381.62,625,29,0.055
2615.02,2071.59,587,19,0.175
3030.38,1077.81,466,23,0.261
3190.53,2145.92,789,30,0.04
5591.72,2948.9,584,31,0.485
2037.49,1706.4,750,23,0.125
3360.8,1558.86,411,28,0.384
2214.71,2733.75,459,17,0.335
5545.7,1377.02,532,28,0.417
2682.18,3329.35,805,29,0.021
1954.04,2152.24,835,26,0.126
1963.68,592.34,716,26,0.049
2718.33,3056.17,522,24,0.054
4154.05,1964.76,708,29,0.067
2384.82,1134.79,756,34,0.201
3426.75,2895.57,323,17,0.307
3605.53,2324.52,353,23,0.285
3540.83,3012.73,737,28,0.134
1477.78,2850.69,412,21,0.341
3513.96,1560.47,339,34,0.255
2899.79,1589.91,806,33,0.052
4646.31,1880.91,825,25,0.337
3259.05,1880.54,514,29,0.416
3066.02,2817.83,610,25,0.095
4107.98,2477.2,351,23,0.061
2485.45,1795.27,363,25,0.56
6066.49,2372.78,489,29,0.174
2041.82,2716.17,320,35,0.005
2675.55,3584.62,582,29,0.508
1700.99,1704.1,802,30,0.256
914.45,2917.26,585,27,0.227
2558.98,2149.24,642,21,0.168
2694.34,2674.68,832,30,0.379
2173.07,2907.64,716,24,0.57
1116.88,2447.53,483,24,0.606
4632.34,1136.28,536,26,0.148
2155.05,3223.19,808,26,0.225
2257.88,1940.45,382,23,0.303
3508.88,1880.2,550,30,0.198
2899.28,200,741,30,0.545
2019.75,2205.56,613,17,0.36
3324.71,1963.96,605,23,0.247
3329.07,2642.77,831,28,0.212
1751.44,2146.42,763,26,0.66
3813.7,2293.21,464,23,0.496
2384.23,2431.31,379,23,0.056
4710.33,4541.71,569,33,0.225
4471.3,2297.92,513,28,0.077
3839.52,1441.88,338,29,0.327
3488.67,2781.85,568,15,0.243
2228.24,1884.94,496,37,0.724
1238.88,1516.5,449,34,0.526
1144.19,1118.99,710,26,0.101
1516.41,2053.6,827,26,0.464
4342.03,2679.31,762,27,0.321
3763.42,2693.08,730,23,0.64
2999.18,1280.56,832,23,0.381
3038.74,2927.05,683,29,0.437
3152.93,954.06,425,25,0.384
2831.52,1992.93,726,22,0.398
4013.18,2460.68,782,20,0.414
3916.43,1937.24,403,26,0.284
3585.55,1818.79,822,21,0.384
2220.56,1920.66,387,30,0.523
2310.95,2717.07,389,27,0.346
3141.88,1598.55,579,26,0.223
1842.57,2526.74,606,24,0.318
2139.84,1976.85,421,22,0.348
1898.25,2556.73,569,30,0.584
2233.49,3026.05,762,21,0.367
1391.08,1226.59,525,28,0.258
2419.27,2749.75,809,23,0.067
2752.11,3153.09,498,25,0.597
2946.72,486.13,558,19,0.454
2009.49,1385.94,310,19,0.37
4527.95,2884.41,694,28,0.129
3879.45,2727,632,26,0.12
2479.39,200,607,23,0.402
3707.34,1430.6,636,20,0.31
3484.46,2169.06,470,25,0.276
3458.15,1140.53,505,38,0.455
3743.88,1607.44,699,30,0.591
2884.74,1957.24,499,23,0.351
2804.89,1895.82,310,24,0.185
875.19,1765.71,410,25,0.128
3920.56,2313.69,542,27,0.343
3646.78,2790.46,344,28,0.015
4359.96,2418.19,594,20,0.164
1458.85,1845.79,790,17,0.295
4592.52,3372.15,694,19,0.458
4794.8,1731.4,738,20,0.471
3766.6,2391.73,630,31,0.113
3430.37,604.53,579,36,0.623
3047.43,200,618,24,0.209
2058.34,1185.62,652,32,0.176
3195.48,1205.61,545,27,0.463
3481.48,1650.98,461,29,0.177
4118.67,3382.38,361,23,0.083
4826.08,3722.86,479,27,0.034
3111.84,1921.96,436,34,0.738
3351.58,3097.47,796,29,0.55
3149.06,2318.35,373,22,0.101
5181.12,2519.61,602,21,0.269
2629.3,1095.01,642,26,0.444
894.81,2820.73,499,26,0.217
2612.41,1634.21,693,19,0.226
4035.98,1442.25,492,22,0.04
967.78,1920.75,776,31,0.28
3027.08,3891.26,834,31,0.13
1394.55,2513.52,676,24,0.403
3429.19,1571.13,592,32,0.274
5277.38,1816.89,486,22,0.034
1292.11,2208.47,525,22,0.126
3371.44,3290.76,431,34,0.378
4256.86,1532.79,664,26,0.217
5033.98,1566.18,777,28,0.371
5271.34,494.2,820,20,0.281
3387.35,2363.51,730,13,0.262
4270.32,1158.86,589,36,0.359
4329.67,3063.59,731,27,0.101
3316.15,1435.68,725,32,0.183
1723.16,1962.15,595,22,0.176
4022.52,1790.21,832,23,0.324
4875.68,1983.28,705,32,0.228
1400.15,880.64,842,30,0.219
3620.96,1178.19,679,21,0.037
2601.17,2631.65,848,31,0.217
3409.76,2602.16,589,36,0.211
2461.4,2295.42,453,26,0.364
3533.54,1949.56,693,28,0.424
4043.5,1455.3,538,27,0.219
2358.31,1592.71,474,27,0.672
2623.15,2035.03,772,28,0.146
2571.75,3088.96,617,29,0.409
4587.81,1535.94,632,27,0.128
4838.16,1153.69,377,27,0.222
1075.57,2225.46,502,31,0.237
3305.68,1534.24,345,34,0.212
2930.75,4288.23,810,25,0.289
2355.94,1885.73,459,21,0.597
3860.25,2168.74,582,13,0.117
3010.93,1639.64,510,28,0.065
4844.74,1345.14,433,32,0.056
3453.94,1602.88,460,27,0.519
2020.21,2887.62,820,33,0.158
2863.8,1811.44,578,21,0.449
2227.61,1329.27,395,25,0.063
4896.96,1779.6,348,15,0.283
3422.49,2132.14,325,31,0.292
4162.15,2419.74,605,30,0.185
1450.26,2566.82,400,34,0.228
2823.61,644.04,488,21,0.189
2369.75,2107.25,642,22,0.244
1741.8,1316.33,799,28,0.058
2928.78,1773.21,589,36,0.329
2832.48,2200.27,794,24,0.414
1979.91,2155.88,504,26,0.57
3189.07,2986.02,362,30,0.099
3861.36,1548.72,312,29,0.359
4261.41,1519.15,730,22,0.312
2345.97,1948.06,605,15,0.286
3160.82,2820.82,808,36,0.703
1756.22,1222.66,417,29,0.274
1332.19,1318.04,642,14,0.326
2704.44,3093.21,527,21,0.6
2218.7,1606.86,519,22,0.073
786.14,2699.9,803,20,0.392
3824.55,1905.04,751,32,0.322
2789.43,2211.39,381,25,0.123
3423.68,2288.33,742,26,0.508
3643.6,862.3,677,25,0.078
5510.08,1647.93,739,26,0.285
3401.8,2177.06,532,21,0.078
2893.03,1948.77,301,24,0.138
2600.59,2888.93,768,21,0.224
3478.92,826.87,445,29,0.156
1420.42,2395.27,636,23,0.149
1311.69,3502.44,760,28,0.226
3420.75,2548.2,511,23,0.375
2831.77,2631.24,770,29,0.334
3054.71,1796.97,697,30,0.24
1774.85,2546.02,314,18,0.635
4772.8,3128.53,548,27,0.178
726.89,2303.05,757,37,0.118
3363.02,2419.25,535,18,0.227
2033.47,1949.7,601,28,0.365
1862.25,2083.59,750,28,0.42
6213.03,2951.78,838,23,0.027
2426.95,2009.86,500,24,0.045
3051.62,1054.82,561,30,0.188
3985.06,1661.26,365,24,0.447
4253.25,937.42,438,22,0.575
4692.12,2634.87,589,31,0.324
2294.47,1524.34,559,34,0.22
4829.24,2463.3,829,28,0.396
2140.15,781.33,381,30,0.181
3082.76,256.84,614,24,0.212
2982.27,939.95,346,29,0.516
3316.51,3377.66,617,28,0.412
1902.88,1580.76,738,31,0.421
3162.7,3289.64,638,38,0.039
3631.08,1626.15,752,31,0.18
2341.31,4118.66,595,19,0.251
2302.3,2265.53,352,21,0.343
2907.65,2589.19,304,26,0.113
2699.11,3357.25,662,39,0.193
4537.5,2876.56,529,29,0.429
3419.99,1903.39,728,23,0.468
3980.63,1834.06,493,25,0.452
3196.86,2332.14,577,16,0.404
3614.49,2598.65,820,21,0.179
5222.77,2347.81,774,24,0.227
3746.59,3657.88,820,37,0.328
2230.28,988.98,829,30,0.081
1718.57,2377.99,377,28,0.437
1590.39,2117.79,759,21,0.332
1751,3220.05,671,18,0.42
2851.93,1921.21,494,24,0.13
4164.84,2277.81,745,40,0.123
2443.41,985.73,352,24,0.099
4294.41,774.99,623,25,0.457
1168.67,1799.35,727,17,0.259
2852.59,2029.95,781,20,0.131
3147.46,1840.14,471,24,0.604
3103.42,2417.98,834,24,0.351
3767.08,2420.73,449,21,0.062
3786.18,1052.96,544,39,0.274
3517.23,1672.23,711,23,0.058
2147.49,1879.1,602,20,0.472
3919.08,2453.12,751,22,0.425
2137.32,2946.13,768,21,0.386
2332.25,745.91,420,31,0.527
3654.48,436.78,557,27,0.386
2345.04,1400.13,725,24,0.517
1736.51,1209.22,479,32,0.269
3205.49,715.37,500,20,0.487
2400.57,1479.55,341,27,0.161
2729.14,1367.25,349,24,0.305
3480.71,3364.5,523,22,0.492
4365.58,1465.62,638,36,0.722
3379.57,1880.52,359,18,0.325
2622.24,2571.54,711,29,0.298
3369.27,3561.43,350,30,0.305
3713.44,1937.53,584,20,0.068
4870.46,4107.6,823,28,0.132
2983.68,1382.62,573,24,0.077
1847.3,1411.96,395,23,0.321
447.16,1928.76,546,29,0.198
3476.58,1503.63,385,29,0.174
2929.27,2055.58,499,32,0.592
2949.04,2240.11,591,20,0.296
505.55,1487.61,508,23,0.645
4196.65,3927.36,498,26,0.43
1997.61,526.33,808,23,0.074
3470.79,2408.79,727,23,0.222
4971.12,1267.79,535,27,0.163
1687.38,1912.72,721,24,0.309
4180.62,1848.54,841,22,0.168
2495.62,1460.66,538,28,0.133
3165.1,2388.43,334,31,0.185
3680.9,2293.86,781,23,0.086
2013.56,2908.38,646,19,0.251
3404.87,3095.57,803,26,0.229
3121.49,2281.15,371,23,0.301
2712.79,1199.97,459,23,0.397
2863.36,2837.61,627,22,0.446
2611.35,1235.3,595,23,0.31
1484.8,2771.21,372,32,0.064
3943.44,777.58,634,23,0.198
1982.09,1978.34,743,17,0.565
3688.91,1036,503,27,0.421
812.51,2518.09,494,18,0.069
3622.89,1713.56,802,22,0.177
898.45,1554.95,695,21,0.568
4292.76,2762.1,493,19,0.604
2062.64,1731.68,711,28,0.415
3977.52,1141.64,315,25,0.651
3813.85,3119.26,496,35,0.429
2512.21,1092.78,775,26,0.272
4349.05,1398.34,591,36,0.185
1749.15,2533.97,759,28,0.247
2150.89,1966.11,694,30,0.193
507.19,2564.43,621,20,0.396
1864.63,2817.53,513,16,0.085
3449.5,1679.1,830,25,0.304
2958.48,306.13,520,21,0.434
3187.96,2573.34,467,21,0.283
3098.33,1497.24,475,26,0.164
3395.32,3168.87,560,24,0.307
3000.26,1863.71,742,19,0.428
3290.56,1805.77,788,32,0.557
1340.12,1562.1,752,24,0.415
1977.15,2140.73,409,19,0.104
2096.89,1355.73,326,17,0.835
3145.71,2714.59,442,28,0.199
3827.29,2561.34,717,28,0.238
2733.12,1231.95,838,22,0.385
2160.9,1725.92,703,21,0.443
2418.77,1051.68,301,23,0.471
3245.37,1140.04,805,23,0.169
3100.71,2479.34,451,28,0.629
4972.83,2384.59,848,23,0.294
4163.2,1200.52,324,21,0.429
1109.26,1208.37,431,26,0.506
2123.69,2645.37,431,25,0.578
2474.83,2341.2,352,40,0.579
4457.86,1077.33,626,29,0.33
2944.14,2851.96,444,31,0.274
4252.59,1960.24,424,25,0.094
3812.47,2708.77,405,23,0.541
3023.73,2524.82,387,34,0.119
2030.74,1143.41,763,24,0.141
4508.6,1955.37,620,28,0.691
909.15,1278.59,513,24,0.36
2544.31,2138.62,828,32,0.383
1984.92,2439.13,824,24,0.057
1836.96,2426.03,510,21,0.365
3464.48,2585.69,503,21,0.238
3365.27,2307.13,533,28,0.544
2537.35,1122,735,22,0.296
3761.33,2557.17,795,23,0.052
4243.28,2745.13,712,26,0.58
4844.38,2305.23,594,21,0.243
760.09,1887.12,621,31,0.541
4866.19,1774.59,428,19,0.359
4198.47,905.45,544,17,0.101
3111.36,2710.02,511,20,0.193
1101.35,1838.88,481,31,0.271
4234.07,2520.77,335,21,0.237
3655.05,1440.36,718,27,0.536
4178.89,3871.95,335,30,0.177
4023.21,2558.52,518,28,0.576
2349.3,1797.61,344,26,0.143
4402.28,794.82,514,24,0.48
4129.37,2445.15,538,27,0.43
3055.77,1976.62,757,20,0.524
2554.25,200,732,35,0.095
2645.08,1189.18,798,25,0.235
5144.33,1634.85,373,18,0.371
4059.15,3192.79,620,21,0.495
2528,2066.13,310,23,0.215
2892.63,2848.78,573,28,0.293
2716.08,2296.13,845,29,0.433
2498.23,2663,548,26,0.227
2162.99,2669.53,521,22,0.175
1735.08,3548.19,687,25,0.424
2190.31,200,765,28,0.074
3070.59,1950.14,476,31,0.112
3809.17,2431.67,591,29,0.359
2262.34,2929.12,467,30,0.331
2373.02,2226.33,573,23,0.19
1964.22,1482.85,782,21,0.049
1523.83,1403.41,567,21,0.252
2812.26,1720.65,320,26,0.57
4745.79,2346.26,550,27,0.272
329.96,1995.53,311,33,0.126
3448.04,1775.84,476,31,0.131
2103.38,1914.55,543,27,0.2
3150.84,3076.06,487,28,0.112
1919.25,1013.35,443,33,0.405
4500.08,2569.63,630,30,0.398
3328.18,893.75,454,18,0.266
1872.8,1850.47,699,20,0.309
4514.24,1576.22,654,29,0.524
2163.57,753.36,522,25,0.236
2960.94,1256.94,442,26,0.21
2727.93,3712.55,322,22,0.398
4152.44,1897.6,342,26,0.203
3016.33,200,565,19,0.384
5298.6,1999.54,680,24,0.092
4061.83,2751.36,534,25,0.226
1819.34,2352.51,430,27,0.112
6015.39,992.36,827,20,0.48
2715.57,200,531,19,0.482
2509.65,1732.41,622,25,0.052
3280.65,1950.88,720,23,0.46
2183.99,884.45,500,26,0.477
5128.41,1428.14,345,29,0.468
3996.26,819.57,715,27,0.122
4079.62,3940.63,417,41,0.334
3252.01,2062.07,758,31,0.085
3327.86,1241.32,830,21,0.164
4464.97,1738.67,557,29,0.169
1737.82,2113.99,411,28,0.204
3316.07,1242.35,380,26,0.021
3372.88,2129.38,792,22,0.059
3083.99,2577.11,747,23,0.058
5843.2,2353.17,824,30,0.591
2703.65,2416.67,563,33,0.342
2312.41,2275.46,747,20,0.135
4654.29,200,507,28,0.412
5231.73,200,466,19,0.159
3639.56,2626.98,754,23,0.105
3424.42,2293.85,842,24,0.272
5379.75,1737.01,414,21,0.058
4030.44,884.19,787,28,0.615
2211.86,1342.97,327,25,0.168
2867.57,2770.54,580,30,0.473
3544.2,1902.31,651,15,0.083
618.31,1507.08,615,24,0.451
6425.46,2049.11,555,26,0.313
2619.59,2158.88,621,21,0.097
2242.89,1778.67,524,17,0.331
3220.31,2154.15,463,37,0.618
536.93,2844.36,315,37,0.099
3587.23,2064.85,395,32,0.189
5203.12,2117.2,350,16,0.3
4302.78,2101.75,460,27,0.372
3390.39,3044.08,488,29,0.08
1542.06,2855.41,582,21,0.314
1617.2,2089.86,417,20,0.192
2315.3,2656.07,683,16,0.562
3268.8,2558.71,832,23,0.16
3433.75,1902.35,718,25,0.204
2113.16,1882.67,506,20,0.41
1614.27,872.5,565,32,0.212
640.58,831.31,831,31,0.353
1507.52,2688.57,770,27,0.236
4770.29,3535.41,698,28,0.049
3910.01,2321.02,660,20,0.271
4591.55,1839.21,424,24,0.028
2143.95,2118.06,627,32,0.171
3740.82,2082.14,808,31,0.095
3364.55,890.34,794,23,0.551
2232.44,2525.4,338,20,0.231
3417.73,2290.75,369,21,0.295
5274.86,508.45,546,24,0.393
3828.19,2340.9,444,23,0.287
3439.93,2472.27,563,16,0.404
4421.79,840.05,303,22,0.132
1790.27,2671.52,818,21,0.112
3469.94,1666.6,722,26,0.47
2642.78,2634.99,428,25,0.292
1180.44,1859.83,320,22,0.449
1115.84,3388.4,605,31,0.114
1983.15,1849.88,354,22,0.279
2754.61,2292.6,590,25,0.335
1656.76,305.99,489,25,0.412
2992.28,1230.53,428,20,0.752
3625.88,2473.13,533,30,0.318
2148.88,2853.46,804,27,0.168
4732.83,587.86,461,23,0.239
4179.13,1749.76,783,27,0.391
1647.3,3139.21,624,29,0.268
1827.68,1788.32,565,33,0.461
4669.27,1519.45,534,33,0.444
2853.08,742.08,725,30,0.151
3661.65,1821.23,798,19,0.681
4559.69,2811.88,695,21,0.128
2324.1,2469.5,337,29,0.624
2300.61,2288.87,523,27,0.465
4038.43,3172,831,30,0.282
4237.27,2623.24,614,22,0.33
4680.05,1935.72,738,27,0.407
3966.07,2023.03,585,23,0.122
2493.27,1184.99,743,26,0.261
3191.77,1536.68,668,29,0.164
2542.7,482.71,788,26,0.605
3139.55,2830.92,788,28,0.242
4965.25,3491.34,305,23,0.133
2845.5,3554.55,646,31,0.106
3805.18,1840.61,723,24,0.199
3121.66,1781.72,554,30,0.102
2408.74,2166.52,658,20,0.074
2353.39,2642.83,730,22,0.015
3992.38,618.19,399,25,0.505
4365.36,814.72,673,38,0.17
1545.99,762.43,751,22,0.075
2650.67,1633.54,833,20,0.14
4613.3,1558.68,396,23,0.415
3253.64,2782.78,564,21,0.332
2577.21,1211.47,318,24,0.847
4008.54,908.81,512,24,0.115
2819.34,1680.96,814,22,0.265
2705.68,2078.48,610,31,0.17
1021.13,1441.37,310,32,0.294
1797.5,2325.17,638,21,0.324
3982.15,934.44,525,18,0.492
3897.1,396.46,825,24,0.461
1928.25,2443.91,629,29,0.119
2869.33,1711.54,481,28,0.524
2890.19,789.63,432,21,0.18
3901.34,1007.68,827,25,0.239
2321.73,1019.67,695,21,0.085
2964.14,2102.8,539,29,0.148
3807.64,2502.04,744,23,0.305
3089.66,1138.99,559,33,0.46
300,2450.59,424,23,0.097
4747.95,808.82,392,27,0.202
3452.46,1508.19,712,30,0.248
3675.37,1939.12,776,19,0.1
300,2627.94,721,22,0.12
2848.36,2003.85,504,23,0.134
5048.62,2691.2,683,26,0.296
2778.94,3457.85,748,34,0.31
2649.94,2790.74,670,28,0.088
3065.67,2201.7,438,26,0.24
5442.18,1358.25,305,37,0.289
2440.85,2811.8,305,28,0.191
4544.38,1417.13,814,25,0.576
2595.82,2791.83,639,33,0.465
2330.65,1791.48,742,21,0.503
2940.35,889.78,697,32,0.621
1808.48,1301.82,430,16,0.358
2046.66,200,685,25,0.2
2942.23,2304.62,627,32,0.127
2624.5,1319.58,697,27,0.196
2571.81,200,470,24,0.351
2840.14,1919.16,559,24,0.044
1339.54,2037.72,576,35,0.351
2052.73,1355.5,319,16,0.683
3589.67,1427.68,613,27,0.319
2035.68,2928.55,326,28,0.444
2806.75,2070.5,566,25,0.597
1659.61,454.69,346,18,0.072
5352.94,1818.27,816,28,0.664
3327.82,1765.32,341,27,0.083
3257.06,569.95,346,37,0.293
2331.86,1517.38,709,20,0.041
1269.35,306.74,387,28,0.019
3206.67,611.05,713,32,0.282
2998.89,320.48,719,34,0.3
5720.49,1114.79,476,20,0.241
1454.78,3180.81,832,23,0.23
3458.77,2394.49,544,18,0.054
1617.87,2419.36,798,26,0.2
4324.99,1679.64,527,18,0.068
4227.56,1777.83,448,37,0.304
4409.93,2720.52,809,23,0.047
2440.08,2292.42,479,23,0.399
2935.04,2802.75,535,20,0.054
3552.07,1105.89,496,19,0.084
3281.83,2593.91,405,19,0.362
3525.11,3627.42,469,29,0.582
2604.17,1596.88,791,15,0.569
2021.68,1665.85,363,30,0.444
2578.31,2471.88,454,31,0.216
4953.01,2996.74,446,30,0.208
4456.38,1679.98,465,25,0.203
3875.24,587.95,467,27,0.48
4323,1445.2,673,24,0.369
2319.34,1190.07,434,19,0.416
4760.14,200,328,25,0.54
1465.76,2629.74,674,31,0.509
3022.96,1305.16,440,33,0.311
3289.75,2217.76,609,25,0.381
1037.34,3384.85,593,21,0.147
2469.31,286.11,590,25,0.319
3330.62,1898.01,734,21,0.202
300,2299.72,483,28,0.308
1503.86,1565.83,835,30,0.325
2900.64,1940.19,782,24,0.395
2674.58,1852.03,645,23,0.48
1675.73,732.85,706,24,0.222
3959.97,2798.15,343,30,0.149
5007.79,2172.37,301,27,0.284
2710.98,1541.78,476,17,0.373
2449.24,1245.3,669,28,0.384
885.21,852.76,574,18,0.279
1923.08,2228.45,622,17,0.415
553.5,2269.77,392,15,0.482
877.01,2473.78,726,25,0.402
3409.66,3375.27,342,26,0.147
3407.96,1976.89,550,30,0.636
3045.82,1861.16,557,32,0.096
3852.31,1263.28,387,30,0.167
4136.84,3229.41,676,30,0.435
1676.12,3548.4,390,35,0.169
2160.14,427.11,573,26,0.118
4467.52,1476.24,382,33,0.272
3651.02,4082.98,525,23,0.288
4088.64,200,336,25,0.464
2925.11,1303.76,330,29,0.581
3227.65,2407.2,760,27,0.133
2733.42,3430.39,350,29,0.249
3739.25,3359.87,337,22,0.318
2531.38,2286.36,754,27,0.095
3997.76,1917.96,536,19,0.115
2319.82,2688.94,349,29,0.344
2856.51,2801.18,609,37,0.179
1154.34,1711.3,815,22,0.615
819.35,2668.7,741,28,0.454
3885.25,1755.07,625,25,0.219
2383.57,859.62,371,23,0.738
3674.5,2991.28,508,23,0.696
1883.85,3678.75,840,25,0.463
2782.56,1422.56,369,22,0.212
3475.75,1302.01,336,16,0.269
3084.39,200,545,31,0.246
2730.4,2435.33,430,25,0.284
3163.05,3034.66,374,29,0.196
4042.27,1574.51,592,29,0.36
2871.62,2745.73,615,30,0.163
3236.64,1081.85,545,13,0.547
3576.8,1320.23,319,22,0.388
2778.33,200,605,34,0.05
1163,1999.12,572,28,0.179
2624.1,2050.75,686,29,0.664
842.2,1865.47,462,19,0.399
1771.35,2632.58,339,28,0.266
2495.25,3197.13,690,27,0.048
4632.72,1736.08,732,18,0.265
3215.19,3515.55,425,27,0.146
2137.97,1781.48,533,23,0.323
2613.94,1750.76,643,16,0.117
2985.91,1860.75,842,30,0.514
2087.48,3585.79,478,25,0.103
5849.77,1434.72,694,19,0.375
3200.96,2571.06,304,21,0.278
3284.07,2027.04,662,15,0.194
3564.25,2335.69,345,26,0.227
1152.76,1325.61,730,25,0.278
3500.57,951.78,626,36,0.255
3604.92,2834.32,745,25,0.088
2891,2145.23,645,25,0.253
4573.89,1435.9,466,21,0.69
2804.85,519.34,341,31,0.156
2895.37,1553.2,384,22,0.468
3395.94,1627.44,719,23,0.224
2848.17,3097.71,827,21,0.107
3313.86,869.3,846,14,0.127
2830.48,2543.1,717,20,0.195
2391.51,3097.29,601,24,0.331
1466.36,1378.76,364,38,0.52
2797.36,558.31,452,19,0.337
3190.58,2997.33,814,30,0.144
1139.79,4027.37,799,17,0.318
3431.81,1361.63,624,29,0.174
3723.05,1575.31,768,36,0.304
4614.23,1384.39,829,24,0.177
3879.28,1574.58,487,24,0.277
3248.59,1760.48,824,28,0.342
1939.47,2217.19,406,22,0.585
3518.5,900.15,824,20,0.345
2342.26,2343.52,322,30,0.299
2048.49,853.41,350,27,0.173
2868.86,3089.69,470,26,0.217
2551.04,3439.91,389,36,0.113
4794.86,2630.53,501,31,0.308
1996.66,852.52,832,29,0.237
4045.37,2314.48,800,29,0.227
2496.25,1669.12,380,34,0.088
4204.85,1827.95,648,22,0.138
2922.49,686.05,813,19,0.278
6238.63,2085.13,808,19,0.176
5845.4,2489.5,830,26,0.168
2578.35,2661.04,660,23,0.173
1414.69,2679.23,631,32,0.223
5665.44,1346.71,715,27,0.173
3331.28,1806.2,786,19,0.153
1758.65,1816.71,527,33,0.543
1916.2,1937.31,572,26,0.134
2978.85,1888.86,772,22,0.068
4487.32,1981.79,539,22,0.639
3237.91,2059.7,677,19,0.199
3559.76,1640.79,488,25,0.124
2628,2144.58,606,24,0.12
3475.14,600.55,488,27,0.231
3156.73,1316.7,530,23,0.198
3467.59,2814.69,463,25,0.291
2255.89,1883.61,307,24,0.139
3166.74,2086.81,478,26,0.396
344.78,1406.42,724,29,0.331
4305.08,3285.18,818,23,0.466
1858.75,1632.73,816,29,0.166
2453.53,200,412,23,0.424
3569.46,1402.38,744,25,0.231
4292.36,2850.48,809,30,0.044
3287.96,2186.23,624,17,0.105
2024.88,383.18,710,26,0.149
3244.82,1688.71,411,21,0.094
4582.44,658.56,514,18,0.258
1627.55,1288.22,580,22,0.216
2245.35,1287.75,629,34,0.312
2296.69,3306.28,569,27,0.334
4747.49,1130.51,621,21,0.021
3605.85,1268.2,425,26,0.178
3761.22,567.08,670,24,0.48
3919.54,443.06,462,33,0.491
3789.62,1343.94,458,23,0.516
4764.37,1614,534,17,0.255
3350.99,1833.77,351,30,0.258
2559.47,3607.85,320,30,0.136
3838.38,2446.64,729,22,0.063
2674.12,736,488,24,0.269
1038.04,3076.97,557,22,0.039
2457.66,2119.9,824,15,0.487
3060.68,1535.3,738,23,0.458
4792.63,2292.63,844,36,0.068
3408,1550.75,590,24,0.23
3270.97,1663.14,356,20,0.283
4513.6,2216.8,336,33,0.211
3120.23,2656.22,385,26,0.331
2391.92,1543.83,787,21,0.516
4304.56,2944.91,459,34,0.171
2623.62,1715.06,369,17,0.052
4904.24,2578.54,519,26,0.103
2184.56,1672.86,303,17,0.267
2924.51,1636.53,472,33,0.18
2883.29,2619.64,564,19,0.258
2503.87,821.82,648,22,0.369
2463.84,1844.65,782,21,0.132
1977.23,932.09,710,29,0.369
6042.38,1936.66,410,20,0.083
4113.01,3375.44,565,24,0.034
3812.95,2319.15,539,25,0.174
6050.21,2379.25,472,29,0.279
3547.95,993.15,829,15,0.14
2784.41,1445.91,573,23,0.104
3144.94,2055.89,374,29,0.41
4321.35,1420.74,685,30,0.31
300,1943.14,307,25,0.173
4187.68,2665.07,649,22,0.198
5735.98,1736.67,757,20,0.493
1410.08,1573.09,671,16,0.388
1883.56,3216.86,679,31,0.24
2130.62,978.15,305,22,0.259
2881.21,869.12,576,20,0.193
3629.79,1766.13,303,28,0.445
2961.01,1212.46,502,19,0.136
4716.44,2893.98,576,28,0.292
4078.84,2224.77,404,30,0.352
4017.01,2852.97,386,32,0.131
2939.67,3128.58,524,25,0.189
1811.63,2461.07,632,32,0.23
2944.36,3049.51,689,24,0.241
5372.98,1795.67,406,25,0.415
300,1975.88,492,23,0.276
3983.23,2376.38,843,34,0.176
2831.03,3606.33,527,22,0.249
5324.53,2192.47,526,24,0.154
2749.12,1600.03,656,21,0.328
5133.02,1902.47,720,27,0.083
3081.4,596.34,711,32,0.274
1132.27,1077.83,776,20,0.349
4085.71,1058.07,310,17,0.198
3925.9,2072.27,799,23,0.08
1961.28,1965.99,303,19,0.192
2556.56,2070.41,487,18,0.132
981.72,3143.83,655,28,0.178
4216.35,1932.08,355,12,0.498
3396.8,2551.47,711,37,0.395
3598.06,2914.35,708,21,0.235
4178.46,1345.61,452,23,0.109
2131.54,1100.12,706,35,0.337
2396.29,1765.87,657,24,0.072
4223.11,2154.62,725,25,0.176
